,@timestamp,player_ID,player_role,motion_x,motion_y,motion_z,x,y,z,pitch,yaw,Room_in,num_victims,victim_0_id,victim_1_id,victim_2_id,victim_0_color,victim_1_color,victim_2_color,victim_0_dist,victim_1_dist,victim_2_dist,victim_0_loc,victim_1_loc,victim_2_loc,victim_0_in_FOV,victim_1_in_FOV,victim_2_in_FOV,victim_0_in_triage_pos,victim_1_in_triage_pos,victim_2_in_triage_pos,victim_in_crosshair_id,victim_in_cross_hair_color,portal_0_in_FOV,portal_0_dist,portal_0_next_room,portal_1_in_FOV,portal_1_dist,portal_1_next_room,portal_2_in_FOV,portal_2_dist,portal_2_next_room,event_triage_victim_id,triage_in_progress,triage_result
0,2020-06-10T19:25:36.735Z,WJLOGWHEN,Triager,17.376733395433348,0.0,-1.9697197653537728,35.0,29.0,31.0,6.149999,-88.35001,None,0,None,None,None,None,None,None,0.0,0.0,0.0,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",False,False,False,False,False,False,None,None,None,0.0,None,None,0.0,None,None,0.0,None,None,False,None
1,2020-06-10T19:25:37.039Z,WJLOGWHEN,Triager,0.0,0.0,0.0,35.0,29.0,31.0,5.849999,-87.600006,None,0,None,None,None,None,None,None,0.0,0.0,0.0,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",False,False,False,False,False,False,None,None,None,0.0,None,None,0.0,None,None,0.0,None,None,False,None
2,2020-06-10T19:25:37.548Z,WJLOGWHEN,Triager,0.0,0.0,0.0,35.0,29.0,31.0,8.25,-68.85002,None,0,None,None,None,None,None,None,0.0,0.0,0.0,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",False,False,False,False,False,False,None,None,None,0.0,None,None,0.0,None,None,0.0,None,None,False,None
3,2020-06-10T19:25:38.057Z,WJLOGWHEN,Triager,0.0,0.0,0.0,35.0,29.0,31.0,7.8,-65.85003,None,0,None,None,None,None,None,None,0.0,0.0,0.0,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",False,False,False,False,False,False,None,None,None,0.0,None,None,0.0,None,None,0.0,None,None,False,None
4,2020-06-10T19:25:38.565Z,WJLOGWHEN,Triager,0.4242598557657402,0.0,-0.05250570867573856,36.0,29.0,31.0,9.449998,-45.90003,None,0,None,None,None,None,None,None,0.0,0.0,0.0,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",False,False,False,False,False,False,None,None,None,0.0,None,None,0.0,None,None,0.0,None,None,False,None
5,2020-06-10T19:25:39.075Z,WJLOGWHEN,Triager,0.4358292779711519,0.0,0.061220629705900365,38.0,29.0,31.0,10.349996,-36.750027,None,0,None,None,None,None,None,None,0.0,0.0,0.0,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",False,False,False,False,False,False,None,None,None,0.0,None,None,0.0,None,None,0.0,None,None,False,None
6,2020-06-10T19:25:39.584Z,WJLOGWHEN,Triager,0.3335213797608958,0.0,0.2633445659908773,40.0,29.0,32.0,12.749994,44.999973,None,0,None,None,None,None,None,None,0.0,0.0,0.0,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",False,False,False,False,False,False,None,None,None,0.0,None,None,0.0,None,None,0.0,None,None,False,None
7,2020-06-10T19:25:40.093Z,WJLOGWHEN,Triager,0.36076610810232523,0.0,-0.20101986832798957,42.0,29.0,31.0,8.249993,-97.650024,None,0,None,None,None,None,None,None,0.0,0.0,0.0,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",False,False,False,False,False,False,None,None,None,0.0,None,None,0.0,None,None,0.0,None,None,False,None
8,2020-06-10T19:25:40.500Z,WJLOGWHEN,Triager,0.36550567070980833,0.0,0.17656280799835145,44.0,29.0,31.0,7.349993,-123.300026,None,0,None,None,None,None,None,None,0.0,0.0,0.0,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",False,False,False,False,False,False,None,None,None,0.0,None,None,0.0,None,None,0.0,None,None,False,None
9,2020-06-10T19:25:41.009Z,WJLOGWHEN,Triager,0.3910836077525346,0.0,-0.14269018666942657,46.0,29.0,32.0,5.549992,-216.30003,None,0,None,None,None,None,None,None,0.0,0.0,0.0,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",False,False,False,False,False,False,None,None,None,0.0,None,None,0.0,None,None,0.0,None,None,False,None
10,2020-06-10T19:25:41.517Z,WJLOGWHEN,Triager,0.39386189501055924,0.0,0.04610949149503085,47.0,29.0,32.0,5.8499913,-122.70002,None,0,None,None,None,None,None,None,0.0,0.0,0.0,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",False,False,False,False,False,False,None,None,None,0.0,None,None,0.0,None,None,0.0,None,None,False,None
11,2020-06-10T19:25:42.026Z,WJLOGWHEN,Triager,0.37380547151633436,0.0,-0.15575477991231423,49.0,29.0,31.0,4.3499904,-96.60003,None,0,None,None,None,None,None,None,0.0,0.0,0.0,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",False,False,False,False,False,False,None,None,None,0.0,None,None,0.0,None,None,0.0,None,None,False,None
