,@timestamp,player_ID,player_role,motion_x,motion_y,motion_z,x,y,z,pitch,yaw,Room_in,num_victims,victim_0_id,victim_1_id,victim_2_id,victim_0_color,victim_1_color,victim_2_color,victim_0_dist,victim_1_dist,victim_2_dist,victim_0_loc,victim_1_loc,victim_2_loc,victim_0_in_FOV,victim_1_in_FOV,victim_2_in_FOV,victim_0_in_triage_pos,victim_1_in_triage_pos,victim_2_in_triage_pos,victim_in_crosshair_id,victim_in_cross_hair_color,portal_0_in_FOV,portal_0_dist,portal_0_next_room,portal_1_in_FOV,portal_1_dist,portal_1_next_room,portal_2_in_FOV,portal_2_dist,portal_2_next_room,event_triage_victim_id,triage_in_progress,triage_result
0,2020-06-10T18:33:21.486Z,Player440,Triager,0,0,0,19,29,33,13.249724,270.6733,None,0,None,None,None,None,None,None,0,0,0,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",False,False,False,False,False,False,None,None,None,0,None,None,0,None,None,0,None,None,False,None
1,2020-06-10T18:33:21.615Z,Player440,Triager,0,0,0,19,29,33,13.249724,274.45892,None,0,None,None,None,None,None,None,0,0,0,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",False,False,False,False,False,False,None,None,None,0,None,None,0,None,None,0,None,None,False,None
2,2020-06-10T18:33:22.063Z,Player440,Triager,0,0,0,19,29,33,11.987845,283.76532,None,0,None,None,None,None,None,None,0,0,0,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",False,False,False,False,False,False,None,None,None,0,None,None,0,None,None,0,None,None,False,None
3,2020-06-10T18:33:22.524Z,Player440,Triager,0,0,0,19,29,33,9.148618,268.46497,None,0,None,None,None,None,None,None,0,0,0,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",False,False,False,False,False,False,None,None,None,0,None,None,0,None,None,0,None,None,False,None
4,2020-06-10T18:33:23.073Z,Player440,Triager,0,0,0,19,29,33,9.148618,268.46497,None,0,None,None,None,None,None,None,0,0,0,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",False,False,False,False,False,False,None,None,None,0,None,None,0,None,None,0,None,None,False,None
5,2020-06-10T18:33:23.522Z,Player440,Triager,0,0,0,19,29,33,18.297243,268.78046,None,0,None,None,None,None,None,None,0,0,0,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",False,False,False,False,False,False,None,None,None,0,None,None,0,None,None,0,None,None,False,None
6,2020-06-10T18:33:24.088Z,Player440,Triager,0,0,0,19,29,33,27.76134,263.25977,None,0,None,None,None,None,None,None,0,0,0,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",False,False,False,False,False,False,None,None,None,0,None,None,0,None,None,0,None,None,False,None
7,2020-06-10T18:33:24.522Z,Player440,Triager,0,0,0,19,29,33,34.701675,259.9473,None,0,None,None,None,None,None,None,0,0,0,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",False,False,False,False,False,False,None,None,None,0,None,None,0,None,None,0,None,None,False,None
8,2020-06-10T18:33:25.071Z,Player440,Triager,0,0,0,19,29,33,17.824036,261.36697,None,0,None,None,None,None,None,None,0,0,0,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",False,False,False,False,False,False,None,None,None,0,None,None,0,None,None,0,None,None,False,None
9,2020-06-10T18:33:25.506Z,Player440,Triager,0,0,0,19,29,33,11.830109,271.61978,None,0,None,None,None,None,None,None,0,0,0,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",False,False,False,False,False,False,None,None,None,0,None,None,0,None,None,0,None,None,False,None
10,2020-06-10T18:33:26.043Z,Player440,Triager,0,0,0,19,29,33,11.830109,271.61978,None,0,None,None,None,None,None,None,0,0,0,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",False,False,False,False,False,False,None,None,None,0,None,None,0,None,None,0,None,None,False,None
11,2020-06-10T18:33:26.587Z,Player440,Triager,0,0,0,19,29,33,6.782592,274.61676,None,0,None,None,None,None,None,None,0,0,0,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",False,False,False,False,False,False,None,None,None,0,None,None,0,None,None,0,None,None,False,None
12,2020-06-10T18:33:27.023Z,Player440,Triager,0,0,0,19,29,33,6.782592,274.61676,None,0,None,None,None,None,None,None,0,0,0,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",False,False,False,False,False,False,None,None,None,0,None,None,0,None,None,0,None,None,False,None
13,2020-06-10T18:33:27.575Z,Player440,Triager,0,0,0.034610807094225,19,29,33,6.782592,274.61676,None,0,None,None,None,None,None,None,0,0,0,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",False,False,False,False,False,False,None,None,None,0,None,None,0,None,None,0,None,None,False,None
14,2020-06-10T18:33:28.016Z,Player440,Triager,0,0,0,19,29,33,6.782592,274.61676,None,0,None,None,None,None,None,None,0,0,0,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",False,False,False,False,False,False,None,None,None,0,None,None,0,None,None,0,None,None,False,None
15,2020-06-10T18:33:28.577Z,Player440,Triager,0,0,0,35,29,31,9.779555,266.57227,None,0,None,None,None,None,None,None,0,0,0,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",False,False,False,False,False,False,None,None,None,0,None,None,0,None,None,0,None,None,False,None
16,2020-06-10T18:33:29.057Z,Player440,Triager,0,0,0,35,29,31,9.779555,267.51868,None,0,None,None,None,None,None,None,0,0,0,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",False,False,False,False,False,False,None,None,None,0,None,None,0,None,None,0,None,None,False,None
17,2020-06-10T18:33:29.598Z,Player440,Triager,0,0,0,35,29,31,13.091989,280.92618,None,0,None,None,None,None,None,None,0,0,0,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",False,False,False,False,False,False,None,None,None,0,None,None,0,None,None,0,None,None,False,None
18,2020-06-10T18:33:30.035Z,Player440,Triager,0,0,0,35,29,31,15.615747,279.03336,None,0,None,None,None,None,None,None,0,0,0,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",False,False,False,False,False,False,None,None,None,0,None,None,0,None,None,0,None,None,False,None
19,2020-06-10T18:33:30.589Z,Player440,Triager,0,0,0,35,29,31,17.981771,276.19412,None,0,None,None,None,None,None,None,0,0,0,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",False,False,False,False,False,False,None,None,None,0,None,None,0,None,None,0,None,None,False,None
20,2020-06-10T18:33:31.033Z,Player440,Triager,0,0,0,35,29,31,14.669336,275.40543,None,0,None,None,None,None,None,None,0,0,0,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",False,False,False,False,False,False,None,None,None,0,None,None,0,None,None,0,None,None,False,None
21,2020-06-10T18:33:31.582Z,Player440,Triager,0,0,0,35,29,31,14.669336,275.40543,None,0,None,None,None,None,None,None,0,0,0,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",False,False,False,False,False,False,None,None,None,0,None,None,0,None,None,0,None,None,False,None
22,2020-06-10T18:33:32.056Z,Player440,Triager,0,0,0,35,29,31,14.669336,275.40543,None,0,None,None,None,None,None,None,0,0,0,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",False,False,False,False,False,False,None,None,None,0,None,None,0,None,None,0,None,None,False,None
23,2020-06-10T18:33:32.546Z,Player440,Triager,0,0,0,35,29,31,14.669336,275.40543,None,0,None,None,None,None,None,None,0,0,0,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",False,False,False,False,False,False,None,None,None,0,None,None,0,None,None,0,None,None,False,None
24,2020-06-10T18:33:33.084Z,Player440,Triager,0,0,0,35,29,31,14.669336,275.40543,None,0,None,None,None,None,None,None,0,0,0,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",False,False,False,False,False,False,None,None,None,0,None,None,0,None,None,0,None,None,False,None
25,2020-06-10T18:33:33.514Z,Player440,Triager,0,0,0,35,29,31,14.669336,275.40543,None,0,None,None,None,None,None,None,0,0,0,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",False,False,False,False,False,False,None,None,None,0,None,None,0,None,None,0,None,None,False,None
26,2020-06-10T18:33:34.063Z,Player440,Triager,0,0,0,35,29,31,14.669336,275.40543,None,0,None,None,None,None,None,None,0,0,0,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",False,False,False,False,False,False,None,None,None,0,None,None,0,None,None,0,None,None,False,None
27,2020-06-10T18:33:34.600Z,Player440,Triager,0,0,0,35,29,31,14.669336,275.40543,None,0,None,None,None,None,None,None,0,0,0,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",False,False,False,False,False,False,None,None,None,0,None,None,0,None,None,0,None,None,False,None
28,2020-06-10T18:33:35.053Z,Player440,Triager,0,0,0,35,29,31,14.669336,275.40543,None,0,None,None,None,None,None,None,0,0,0,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",False,False,False,False,False,False,None,None,None,0,None,None,0,None,None,0,None,None,False,None
29,2020-06-10T18:33:35.516Z,Player440,Triager,0,0,0,35,29,31,14.669336,275.40543,None,0,None,None,None,None,None,None,0,0,0,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",False,False,False,False,False,False,None,None,None,0,None,None,0,None,None,0,None,None,False,None
30,2020-06-10T18:33:36.090Z,Player440,Triager,0,0,0,35,29,31,14.669336,275.40543,None,0,None,None,None,None,None,None,0,0,0,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",False,False,False,False,False,False,None,None,None,0,None,None,0,None,None,0,None,None,False,None
31,2020-06-10T18:33:36.521Z,Player440,Triager,0,0,0,35,29,31,14.669336,275.40543,None,0,None,None,None,None,None,None,0,0,0,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",False,False,False,False,False,False,None,None,None,0,None,None,0,None,None,0,None,None,False,None
32,2020-06-10T18:33:37.075Z,Player440,Triager,0,0,0,35,29,31,14.669336,275.40543,None,0,None,None,None,None,None,None,0,0,0,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",False,False,False,False,False,False,None,None,None,0,None,None,0,None,None,0,None,None,False,None
33,2020-06-10T18:33:37.514Z,Player440,Triager,0,0,0,35,29,31,14.669336,275.40543,None,0,None,None,None,None,None,None,0,0,0,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",False,False,False,False,False,False,None,None,None,0,None,None,0,None,None,0,None,None,False,None
34,2020-06-10T18:33:38.047Z,Player440,Triager,0,0,0,35,29,31,14.669336,275.40543,None,0,None,None,None,None,None,None,0,0,0,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",False,False,False,False,False,False,None,None,None,0,None,None,0,None,None,0,None,None,False,None
35,2020-06-10T18:33:38.592Z,Player440,Triager,0,0,0,35,29,31,14.669336,275.40543,None,0,None,None,None,None,None,None,0,0,0,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",False,False,False,False,False,False,None,None,None,0,None,None,0,None,None,0,None,None,False,None
36,2020-06-10T18:33:39.044Z,Player440,Triager,0,0,0,35,29,31,16.088951,276.6673,None,0,None,None,None,None,None,None,0,0,0,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",False,False,False,False,False,False,None,None,None,0,None,None,0,None,None,0,None,None,False,None
37,2020-06-10T18:33:39.582Z,Player440,Triager,0,0,0,35,29,31,16.088951,276.6673,None,0,None,None,None,None,None,None,0,0,0,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",False,False,False,False,False,False,None,None,None,0,None,None,0,None,None,0,None,None,False,None
