,@timestamp,player_ID,Room_in,num_victims,victim_0_id,victim_1_id,victim_2_id,victim_0_color,victim_1_color,victim_2_color,victim_0_in_FOV,victim_1_in_FOV,victim_2_in_FOV,victim_0_in_triage_pos,victim_1_in_triage_pos,victim_2_in_triage_pos,victim_in_crosshair_id,victim_in_cross_hair_color,event_triage_victim_id,triage_in_progress,triage_result,sensor_state
0,2020-06-18T22:16:57.947Z,ASU_MC,None,0,None,None,None,None,None,None,False,False,False,False,False,False,None,None,None,False,None,None
1,2020-06-18T22:16:58.464Z,ASU_MC,None,0,None,None,None,None,None,None,False,False,False,False,False,False,None,None,None,False,None,None
2,2020-06-18T22:16:58.978Z,ASU_MC,None,0,None,None,None,None,None,None,False,False,False,False,False,False,None,None,None,False,None,None
3,2020-06-18T22:16:59.493Z,ASU_MC,None,0,None,None,None,None,None,None,False,False,False,False,False,False,None,None,None,False,None,None
4,2020-06-18T22:16:59.903Z,ASU_MC,None,0,None,None,None,None,None,None,False,False,False,False,False,False,None,None,None,False,None,None
5,2020-06-18T22:17:00.417Z,ASU_MC,None,0,None,None,None,None,None,None,False,False,False,False,False,False,None,None,None,False,None,None
6,2020-06-18T22:17:00.930Z,ASU_MC,None,0,None,None,None,None,None,None,False,False,False,False,False,False,None,None,None,False,None,None
7,2020-06-18T22:17:01.443Z,ASU_MC,None,0,None,None,None,None,None,None,False,False,False,False,False,False,None,None,None,False,None,None
8,2020-06-18T22:17:01.955Z,ASU_MC,None,0,None,None,None,None,None,None,False,False,False,False,False,False,None,None,None,False,None,None
9,2020-06-18T22:17:02.468Z,ASU_MC,None,0,None,None,None,None,None,None,False,False,False,False,False,False,None,None,None,False,None,None
10,2020-06-18T22:17:02.980Z,ASU_MC,None,0,None,None,None,None,None,None,False,False,False,False,False,False,None,None,None,False,None,None
11,2020-06-18T22:17:03.493Z,ASU_MC,None,0,None,None,None,None,None,None,False,False,False,False,False,False,None,None,None,False,None,None
12,2020-06-18T22:17:03.903Z,ASU_MC,None,0,None,None,None,None,None,None,False,False,False,False,False,False,None,None,None,False,None,None
13,2020-06-18T22:17:04.417Z,ASU_MC,None,0,None,None,None,None,None,None,False,False,False,False,False,False,None,None,None,False,None,None
14,2020-06-18T22:17:04.930Z,ASU_MC,None,0,None,None,None,None,None,None,False,False,False,False,False,False,None,None,None,False,None,None
15,2020-06-18T22:17:05.443Z,ASU_MC,None,0,None,None,None,None,None,None,False,False,False,False,False,False,None,None,None,False,None,None
16,2020-06-18T22:17:05.956Z,ASU_MC,None,0,None,None,None,None,None,None,False,False,False,False,False,False,None,None,None,False,None,None
17,2020-06-18T22:17:06.468Z,ASU_MC,None,0,None,None,None,None,None,None,False,False,False,False,False,False,None,None,None,False,None,None
18,2020-06-18T22:17:06.980Z,ASU_MC,None,0,None,None,None,None,None,None,False,False,False,False,False,False,None,None,None,False,None,None
