,@timestamp,player_ID,player_role,motion_x,motion_y,motion_z,x,y,z,pitch,yaw,Room_in,num_victims,victim_0_id,victim_1_id,victim_2_id,victim_0_color,victim_1_color,victim_2_color,victim_0_dist,victim_1_dist,victim_2_dist,victim_0_loc,victim_1_loc,victim_2_loc,victim_0_in_FOV,victim_1_in_FOV,victim_2_in_FOV,victim_0_in_triage_pos,victim_1_in_triage_pos,victim_2_in_triage_pos,victim_in_crosshair_id,victim_in_cross_hair_color,portal_0_in_FOV,portal_0_dist,portal_0_next_room,portal_1_in_FOV,portal_1_dist,portal_1_next_room,portal_2_in_FOV,portal_2_dist,portal_2_next_room,event_triage_victim_id,triage_in_progress,triage_result
0,2020-06-10T19:56:17.773Z,Player258,Triager,16.732927306635247,0.0,-1.769071341926292,35.0,29.0,31.0,31.199997,268.35004,None,0,None,None,None,None,None,None,0.0,0.0,0.0,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",False,False,False,False,False,False,None,None,None,0.0,None,None,0.0,None,None,0.0,None,None,False,None
1,2020-06-10T19:56:18.093Z,Player258,Triager,0.0,0.0,0.0,35.0,29.0,31.0,35.249996,263.25003,None,0,None,None,None,None,None,None,0.0,0.0,0.0,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",False,False,False,False,False,False,None,None,None,0.0,None,None,0.0,None,None,0.0,None,None,False,None
2,2020-06-10T19:56:18.524Z,Player258,Triager,0.0,0.0,0.0,35.0,29.0,31.0,33.749996,260.40002,None,0,None,None,None,None,None,None,0.0,0.0,0.0,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",False,False,False,False,False,False,None,None,None,0.0,None,None,0.0,None,None,0.0,None,None,False,None
3,2020-06-10T19:56:19.067Z,Player258,Triager,0.0,0.0,0.0,35.0,29.0,31.0,12.299993,270.90002,None,0,None,None,None,None,None,None,0.0,0.0,0.0,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",False,False,False,False,False,False,None,None,None,0.0,None,None,0.0,None,None,0.0,None,None,False,None
4,2020-06-10T19:56:19.586Z,Player258,Triager,0.0,0.0,0.0,35.0,29.0,31.0,12.149993,270.90002,None,0,None,None,None,None,None,None,0.0,0.0,0.0,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",False,False,False,False,False,False,None,None,None,0.0,None,None,0.0,None,None,0.0,None,None,False,None
5,2020-06-10T19:56:20.003Z,Player258,Triager,0.0,0.0,0.0,35.0,29.0,31.0,12.149993,270.90002,None,0,None,None,None,None,None,None,0.0,0.0,0.0,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",False,False,False,False,False,False,None,None,None,0.0,None,None,0.0,None,None,0.0,None,None,False,None
6,2020-06-10T19:56:20.514Z,Player258,Triager,0.0,0.0,0.0,35.0,29.0,31.0,12.149993,270.90002,None,0,None,None,None,None,None,None,0.0,0.0,0.0,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",False,False,False,False,False,False,None,None,None,0.0,None,None,0.0,None,None,0.0,None,None,False,None
7,2020-06-10T19:56:21.025Z,Player258,Triager,0.5827116923269386,0.0,0.004594276892021298,36.0,29.0,31.0,12.149993,270.90002,None,0,None,None,None,None,None,None,0.0,0.0,0.0,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",False,False,False,False,False,False,None,None,None,0.0,None,None,0.0,None,None,0.0,None,None,False,None
8,2020-06-10T19:56:21.538Z,Player258,Triager,0.43159553865689304,0.0,0.0030628512613475323,38.0,29.0,31.0,12.149993,270.90002,None,0,None,None,None,None,None,None,0.0,0.0,0.0,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",False,False,False,False,False,False,None,None,None,0.0,None,None,0.0,None,None,0.0,None,None,False,None
9,2020-06-10T19:56:22.050Z,Player258,Triager,0.4172426360191821,0.0,0.10102686700508912,40.0,29.0,31.0,15.299992,287.40002,None,0,None,None,None,None,None,None,0.0,0.0,0.0,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",False,False,False,False,False,False,None,None,None,0.0,None,None,0.0,None,None,0.0,None,None,False,None
10,2020-06-10T19:56:22.575Z,Player258,Triager,0.4363586433451019,0.0,0.04141901737560261,43.0,29.0,31.0,11.699994,329.40002,None,0,None,None,None,None,None,None,0.0,0.0,0.0,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",False,False,False,False,False,False,None,None,None,0.0,None,None,0.0,None,None,0.0,None,None,False,None
11,2020-06-10T19:56:23.088Z,Player258,Triager,0.40256026494262187,0.0,0.1787546507137847,45.0,29.0,32.0,12.299993,339.00003,None,0,None,None,None,None,None,None,0.0,0.0,0.0,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",False,False,False,False,False,False,None,None,None,0.0,None,None,0.0,None,None,0.0,None,None,False,None
12,2020-06-10T19:56:23.599Z,Player258,Triager,0.0,0.0,0.0,45.0,29.0,32.0,4.949991,202.50006,None,0,None,None,None,None,None,None,0.0,0.0,0.0,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",False,False,False,False,False,False,None,None,None,0.0,None,None,0.0,None,None,0.0,None,None,False,None
13,2020-06-10T19:56:24.007Z,Player258,Triager,0.0,0.0,0.0,45.0,29.0,32.0,5.2499914,203.85007,None,0,None,None,None,None,None,None,0.0,0.0,0.0,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",False,False,False,False,False,False,None,None,None,0.0,None,None,0.0,None,None,0.0,None,None,False,None
14,2020-06-10T19:56:24.521Z,Player258,Triager,0.04525304268554464,0.0,0.0,46.0,29.0,32.0,14.549993,264.30005,None,0,None,None,None,None,None,None,0.0,0.0,0.0,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",False,False,False,False,False,False,None,None,None,0.0,None,None,0.0,None,None,0.0,None,None,False,None
